date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/17/2015,Quarter3,finishing,Saturday,2,0.8,3.94,NaN,1800,0,0.0,0,0,10.0,0.980909
1/17/2015,Quarter3,finishing,Saturday,10,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.974621
1/17/2015,Quarter3,finishing,Saturday,1,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.884261
1/17/2015,Quarter3,finishing,Saturday,9,0.8,3.94,NaN,1800,0,0.0,0,0,10.0,0.826803
1/17/2015,Quarter3,sweing,Saturday,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800344
1/17/2015,Quarter3,sweing,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800247
1/17/2015,Quarter3,sweing,Saturday,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800129
1/17/2015,Quarter3,sweing,Saturday,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800129
1/17/2015,Quarter3,sweing,Saturday,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117
1/17/2015,Quarter3,sweing,Saturday,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117
1/17/2015,Quarter3,sweing,Saturday,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.770114
1/17/2015,Quarter3,sweing,Saturday,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.700542
1/17/2015,Quarter3,finishing,Saturday,8,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.675568
1/17/2015,Quarter3,finishing,Saturday,7,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.661837
1/17/2015,Quarter3,sweing,Saturday,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650199
1/17/2015,Quarter3,sweing,Saturday,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600292
1/17/2015,Quarter3,sweing,Saturday,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273
1/17/2015,Quarter3,finishing,Saturday,6,0.8,2.9,NaN,900,0,0.0,0,0,5.0,0.465758
1/17/2015,Quarter3,sweing,Saturday,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452013
1/17/2015,Quarter3,finishing,Saturday,11,0.8,4.15,NaN,1260,0,0.0,0,0,7.0,0.313853
1/18/2015,Quarter3,finishing,Sunday,5,0.6,4.15,NaN,1440,0,0.0,0,0,8.0,0.852794
1/18/2015,Quarter3,finishing,Sunday,11,0.65,4.15,NaN,2160,0,0.0,0,0,12.0,0.838384
1/18/2015,Quarter3,finishing,Sunday,6,0.8,2.9,NaN,1800,0,0.0,0,0,10.0,0.804848
1/18/2015,Quarter3,sweing,Sunday,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800344
1/18/2015,Quarter3,sweing,Sunday,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800129
1/18/2015,Quarter3,sweing,Sunday,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800129
1/18/2015,Quarter3,sweing,Sunday,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015
1/18/2015,Quarter3,sweing,Sunday,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.700542
1/18/2015,Quarter3,sweing,Sunday,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094
1/18/2015,Quarter3,finishing,Sunday,7,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.692045
1/18/2015,Quarter3,sweing,Sunday,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662256
1/18/2015,Quarter3,sweing,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650417
1/18/2015,Quarter3,sweing,Sunday,11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.6503
1/18/2015,Quarter3,sweing,Sunday,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243
1/18/2015,Quarter3,finishing,Sunday,8,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.639867
1/18/2015,Quarter3,sweing,Sunday,5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600063
1/18/2015,Quarter3,finishing,Sunday,9,0.8,3.94,NaN,1800,0,0.0,0,0,10.0,0.582045
1/18/2015,Quarter3,sweing,Sunday,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242
1/18/2015,Quarter3,finishing,Sunday,10,0.7,3.94,NaN,1440,0,0.0,0,0,8.0,0.235795
1/19/2015,Quarter3,finishing,Monday,4,0.7,4.3,NaN,5040,0,0.0,0,0,28.0,0.977273
1/19/2015,Quarter3,finishing,Monday,9,0.8,3.94,NaN,1800,0,0.0,0,0,10.0,0.964106
1/19/2015,Quarter3,finishing,Monday,5,0.65,4.15,NaN,1440,0,0.0,0,0,8.0,0.958902
1/19/2015,Quarter3,sweing,Monday,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800359
1/19/2015,Quarter3,sweing,Monday,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800163
1/19/2015,Quarter3,sweing,Monday,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117
1/19/2015,Quarter3,finishing,Monday,12,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.793845
1/19/2015,Quarter3,sweing,Monday,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750518
1/19/2015,Quarter3,sweing,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068
1/19/2015,Quarter3,sweing,Monday,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750063
1/19/2015,Quarter3,sweing,Monday,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057
1/19/2015,Quarter3,sweing,Monday,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.70017
1/19/2015,Quarter3,finishing,Monday,8,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.683807
1/19/2015,Quarter3,sweing,Monday,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066
1/19/2015,Quarter3,sweing,Monday,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.57646
1/19/2015,Quarter3,sweing,Monday,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969
1/19/2015,Quarter3,finishing,Monday,10,0.7,3.94,NaN,1440,0,0.0,0,0,8.0,0.5384
1/19/2015,Quarter3,finishing,Monday,11,0.7,4.15,NaN,1440,0,0.0,0,0,8.0,0.409545
1/19/2015,Quarter3,sweing,Monday,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.350218
1/20/2015,Quarter3,finishing,Tuesday,5,0.7,4.15,NaN,1440,0,0.0,0,0,8.0,1.03357
1/20/2015,Quarter3,sweing,Tuesday,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261
1/20/2015,Quarter3,sweing,Tuesday,8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800129
1/20/2015,Quarter3,sweing,Tuesday,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117
1/20/2015,Quarter3,sweing,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068
1/20/2015,Quarter3,sweing,Tuesday,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057
1/20/2015,Quarter3,sweing,Tuesday,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750038
1/20/2015,Quarter3,sweing,Tuesday,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.750032
1/20/2015,Quarter3,finishing,Tuesday,9,0.8,3.94,NaN,1800,0,0.0,0,0,10.0,0.728303
1/20/2015,Quarter3,sweing,Tuesday,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.70017
1/20/2015,Quarter3,sweing,Tuesday,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700064
1/20/2015,Quarter3,finishing,Tuesday,8,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.639867
1/20/2015,Quarter3,sweing,Tuesday,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.50029
1/20/2015,Quarter3,sweing,Tuesday,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400333
1/20/2015,Quarter3,finishing,Tuesday,11,0.7,4.15,NaN,2700,0,0.0,0,0,15.0,0.362667
1/21/2015,Quarter3,finishing,Wednesday,4,0.75,4.3,NaN,6000,0,0.0,0,0,20.0,0.978526
1/21/2015,Quarter3,finishing,Wednesday,2,0.7,3.94,NaN,5100,0,0.0,0,0,17.0,0.912202
1/21/2015,Quarter3,sweing,Wednesday,4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556
1/21/2015,Quarter3,sweing,Wednesday,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850411
1/21/2015,Quarter3,finishing,Wednesday,9,0.8,3.94,NaN,2400,0,0.0,0,0,8.0,0.827147
1/21/2015,Quarter3,sweing,Wednesday,8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800437
1/21/2015,Quarter3,sweing,Wednesday,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800416
1/21/2015,Quarter3,sweing,Wednesday,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800021
1/21/2015,Quarter3,finishing,Wednesday,5,0.7,4.15,NaN,2400,0,0.0,0,0,8.0,0.758173
1/21/2015,Quarter3,sweing,Wednesday,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750345
1/21/2015,Quarter3,sweing,Wednesday,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068
1/21/2015,Quarter3,sweing,Wednesday,11,0.7,14.89,1735.0,10260,50,0.0,0,0,57.0,0.70017
1/21/2015,Quarter3,sweing,Wednesday,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.70003
1/21/2015,Quarter3,sweing,Wednesday,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.600173
1/21/2015,Quarter3,finishing,Wednesday,8,0.8,2.9,NaN,2400,0,0.0,0,0,8.0,0.594872
1/21/2015,Quarter3,sweing,Wednesday,9,0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520238
1/21/2015,Quarter3,finishing,Wednesday,1,0.65,3.94,NaN,2400,0,0.0,0,0,8.0,0.505128
1/21/2015,Quarter3,sweing,Wednesday,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241
1/21/2015,Quarter3,finishing,Wednesday,11,0.7,4.15,NaN,2700,0,0.0,0,0,9.0,0.470769
1/22/2015,Quarter4,finishing,Thursday,7,0.6,3.94,NaN,6000,0,0.0,0,0,10.0,0.957639
1/22/2015,Quarter4,finishing,Thursday,10,0.75,3.94,NaN,8400,0,0.0,0,0,14.0,0.940701
1/22/2015,Quarter4,sweing,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849984
1/22/2015,Quarter4,sweing,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800303
1/22/2015,Quarter4,sweing,Thursday,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800192
1/22/2015,Quarter4,sweing,Thursday,10,0.75,22.52,1328.0,10080,55,0.0,0,0,56.0,0.800021
1/22/2015,Quarter4,sweing,Thursday,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162
1/22/2015,Quarter4,sweing,Thursday,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068
1/22/2015,Quarter4,finishing,Thursday,5,0.7,4.15,NaN,9000,0,0.0,0,0,15.0,0.742901
1/22/2015,Quarter4,sweing,Thursday,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.700251
1/22/2015,Quarter4,sweing,Thursday,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.70017
1/22/2015,Quarter4,finishing,Thursday,4,0.75,4.3,NaN,9000,0,0.0,0,0,15.0,0.670216
1/22/2015,Quarter4,finishing,Thursday,1,0.7,3.94,NaN,15000,0,0.0,0,0,25.0,0.649662
1/22/2015,Quarter4,finishing,Thursday,2,0.7,3.94,NaN,15000,0,0.0,0,0,25.0,0.649662
1/22/2015,Quarter4,finishing,Thursday,6,0.8,2.9,NaN,4800,0,0.0,0,0,8.0,0.626823
1/22/2015,Quarter4,sweing,Thursday,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436
1/22/2015,Quarter4,sweing,Thursday,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.600414
1/22/2015,Quarter4,sweing,Thursday,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.5555
1/22/2015,Quarter4,sweing,Thursday,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500548
1/22/2015,Quarter4,finishing,Thursday,3,0.7,3.94,NaN,12000,0,0.0,0,0,20.0,0.460579
1/22/2015,Quarter4,finishing,Thursday,8,0.8,2.9,NaN,4800,0,0.0,0,0,8.0,0.397743
1/22/2015,Quarter4,finishing,Thursday,12,0.6,4.08,NaN,5400,0,0.0,0,0,9.0,0.327407
1/24/2015,Quarter4,finishing,Saturday,5,0.7,4.15,NaN,2700,0,0.0,0,0,15.0,0.966667
1/24/2015,Quarter4,finishing,Saturday,10,0.75,3.94,NaN,1800,0,0.0,0,0,10.0,0.937242
1/24/2015,Quarter4,finishing,Saturday,8,0.8,2.9,NaN,1620,0,0.0,0,0,9.0,0.910522
1/24/2015,Quarter4,sweing,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.900648
1/24/2015,Quarter4,sweing,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321
1/24/2015,Quarter4,finishing,Saturday,11,0.75,4.15,NaN,1800,0,0.0,0,0,10.0,0.896023
1/24/2015,Quarter4,finishing,Saturday,3,0.75,3.94,NaN,1440,0,0.0,0,0,8.0,0.895455
1/24/2015,Quarter4,finishing,Saturday,7,0.65,3.94,NaN,2160,0,0.0,0,0,12.0,0.870581
1/24/2015,Quarter4,finishing,Saturday,12,0.7,4.08,NaN,1620,0,0.0,0,0,9.0,0.858586
1/24/2015,Quarter4,sweing,Saturday,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800644
1/24/2015,Quarter4,sweing,Saturday,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56.0,0.80063
1/24/2015,Quarter4,sweing,Saturday,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537
1/24/2015,Quarter4,sweing,Saturday,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.800352
1/24/2015,Quarter4,sweing,Saturday,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079
1/24/2015,Quarter4,sweing,Saturday,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57.0,0.750041
1/24/2015,Quarter4,sweing,Saturday,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.700251
1/24/2015,Quarter4,finishing,Saturday,4,0.75,4.3,NaN,2160,0,0.0,0,0,12.0,0.651515
1/24/2015,Quarter4,sweing,Saturday,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650417
1/24/2015,Quarter4,sweing,Saturday,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125
1/24/2015,Quarter4,finishing,Saturday,2,0.75,3.94,NaN,1440,0,0.0,0,0,8.0,0.578314
1/24/2015,Quarter4,finishing,Saturday,1,0.7,3.94,NaN,1440,0,0.0,0,0,8.0,0.578314
1/24/2015,Quarter4,sweing,Saturday,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34999
1/24/2015,Quarter4,finishing,Saturday,9,0.6,3.94,NaN,1440,0,0.0,0,0,8.0,0.261174
1/25/2015,Quarter4,finishing,Sunday,5,0.7,4.15,NaN,3060,0,0.0,0,0,17.0,0.973797
1/25/2015,Quarter4,finishing,Sunday,2,0.75,3.94,NaN,1440,0,0.0,0,0,8.0,0.970076
1/25/2015,Quarter4,finishing,Sunday,1,0.7,3.94,NaN,1440,0,0.0,0,0,8.0,0.970076
1/25/2015,Quarter4,finishing,Sunday,3,0.75,3.94,NaN,1620,0,0.0,0,0,9.0,0.961785
1/25/2015,Quarter4,finishing,Sunday,10,0.75,3.94,NaN,3420,0,0.0,0,0,19.0,0.955152
1/25/2015,Quarter4,finishing,Sunday,4,0.75,4.3,NaN,2160,0,0.0,0,0,12.0,0.95202
1/25/2015,Quarter4,sweing,Sunday,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.900321
1/25/2015,Quarter4,sweing,Sunday,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850224
1/25/2015,Quarter4,sweing,Sunday,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.80091
1/25/2015,Quarter4,sweing,Sunday,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513
1/25/2015,Quarter4,sweing,Sunday,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.800386
1/25/2015,Quarter4,sweing,Sunday,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800021
1/25/2015,Quarter4,finishing,Sunday,7,0.65,3.94,NaN,2520,0,0.0,0,0,14.0,0.749188
1/25/2015,Quarter4,sweing,Sunday,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.700542
1/25/2015,Quarter4,sweing,Sunday,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.700437
1/25/2015,Quarter4,sweing,Sunday,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.700251
1/25/2015,Quarter4,sweing,Sunday,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650408
1/25/2015,Quarter4,finishing,Sunday,12,0.7,4.08,NaN,1620,0,0.0,0,0,9.0,0.618182
1/25/2015,Quarter4,sweing,Sunday,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.591142
1/25/2015,Quarter4,sweing,Sunday,8,0.5,15.09,1557.0,720,23,0.0,0,0,52.0,0.500062
1/25/2015,Quarter4,finishing,Sunday,8,0.8,2.9,NaN,720,0,0.0,0,0,4.0,0.329545
1/26/2015,Quarter4,finishing,Monday,3,0.75,3.94,NaN,1800,0,0.0,0,0,10.0,1.059621
1/26/2015,Quarter4,finishing,Monday,10,0.75,3.94,NaN,3780,0,0.0,0,0,21.0,0.997792
1/26/2015,Quarter4,finishing,Monday,4,0.75,4.3,NaN,2160,0,0.0,0,0,12.0,0.963699
1/26/2015,Quarter4,finishing,Monday,5,0.7,4.15,NaN,2700,0,0.0,0,0,15.0,0.959192
1/26/2015,Quarter4,finishing,Monday,2,0.75,3.94,NaN,1800,0,0.0,0,0,10.0,0.910379
1/26/2015,Quarter4,finishing,Monday,1,0.7,3.94,NaN,1800,0,0.0,0,0,10.0,0.910379
1/26/2015,Quarter4,sweing,Monday,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56.5,0.850313
1/26/2015,Quarter4,sweing,Monday,6,0.8,11.61,1072.0,5760,50,0.0,0,0,32.0,0.800386
1/26/2015,Quarter4,sweing,Monday,3,0.75,22.52,1584.0,10260,69,0.0,0,0,57.0,0.800352
1/26/2015,Quarter4,sweing,Monday,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57.0,0.800034
1/26/2015,Quarter4,sweing,Monday,1,0.7,22.94,1745.0,10440,60,0.0,0,0,58.0,0.800024
1/26/2015,Quarter4,sweing,Monday,10,0.75,22.52,1250.0,10080,55,0.0,0,0,56.0,0.800021
1/26/2015,Quarter4,finishing,Monday,12,0.7,4.08,NaN,1620,0,0.0,0,0,9.0,0.769293
1/26/2015,Quarter4,sweing,Monday,5,0.75,20.4,1118.0,10320,56,0.0,0,0,58.0,0.750031
1/26/2015,Quarter4,sweing,Monday,9,0.7,29.12,1143.0,10440,40,0.0,0,0,58.0,0.700614
1/26/2015,Quarter4,sweing,Monday,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34.0,0.700437
1/26/2015,Quarter4,finishing,Monday,7,0.65,3.94,NaN,1440,0,0.0,0,0,8.0,0.646307
1/26/2015,Quarter4,sweing,Monday,8,0.6,15.09,1519.0,360,23,0.0,0,0,52.0,0.600143
1/26/2015,Quarter4,sweing,Monday,11,0.35,28.08,749.0,10260,23,0.0,0,0,57.0,0.350067
1/27/2015,Quarter4,sweing,Tuesday,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57.0,1.00023
1/27/2015,Quarter4,sweing,Tuesday,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57.0,1.00023
1/27/2015,Quarter4,finishing,Tuesday,10,0.8,3.94,NaN,1440,0,0.0,0,0,12.0,0.979528
1/27/2015,Quarter4,finishing,Tuesday,4,0.8,4.3,NaN,1440,0,0.0,0,0,12.0,0.940625
1/27/2015,Quarter4,finishing,Tuesday,5,0.5,4.15,NaN,1440,0,0.0,0,0,12.0,0.926389
1/27/2015,Quarter4,sweing,Tuesday,10,0.8,22.52,1134.0,6720,70,0.0,0,0,56.0,0.90013
1/27/2015,Quarter4,finishing,Tuesday,3,0.75,3.94,NaN,1440,0,0.0,0,0,12.0,0.861875
1/27/2015,Quarter4,sweing,Tuesday,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56.5,0.850313
1/27/2015,Quarter4,finishing,Tuesday,8,0.65,3.94,NaN,960,0,0.0,0,0,8.0,0.845458
1/27/2015,Quarter4,finishing,Tuesday,12,0.7,4.15,NaN,1080,0,0.0,0,0,9.0,0.823556
1/27/2015,Quarter4,finishing,Tuesday,7,0.5,4.15,NaN,960,0,0.0,0,0,8.0,0.803542
1/27/2015,Quarter4,sweing,Tuesday,1,0.75,22.94,1871.0,6960,55,0.0,0,0,58.0,0.800263
1/27/2015,Quarter4,finishing,Tuesday,2,0.75,3.94,NaN,1200,0,0.0,0,0,10.0,0.788
1/27/2015,Quarter4,finishing,Tuesday,1,0.75,3.94,NaN,1200,0,0.0,0,0,10.0,0.77815
1/27/2015,Quarter4,sweing,Tuesday,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58.0,0.700386
1/27/2015,Quarter4,sweing,Tuesday,12,0.7,15.26,1462.0,4080,40,0.0,0,0,34.0,0.700165
1/27/2015,Quarter4,sweing,Tuesday,8,0.65,15.09,976.0,240,23,0.0,0,0,52.0,0.650307
1/27/2015,Quarter4,sweing,Tuesday,6,0.8,30.4,338.0,3840,34,0.0,0,0,32.0,0.622828
1/27/2015,Quarter4,finishing,Tuesday,6,0.8,2.9,NaN,960,0,0.0,0,0,8.0,0.6225
1/27/2015,Quarter4,sweing,Tuesday,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035
1/27/2015,Quarter4,sweing,Tuesday,11,0.5,48.18,1282.0,6480,23,0.0,0,0,54.0,0.370467
1/28/2015,Quarter4,sweing,Wednesday,2,0.8,22.52,1559.0,6840,90,0.0,0,0,57.0,1.00023
1/28/2015,Quarter4,sweing,Wednesday,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57.0,1.00023
1/28/2015,Quarter4,finishing,Wednesday,6,0.35,2.9,NaN,1800,0,0.0,0,0,15.0,0.977556
1/28/2015,Quarter4,finishing,Wednesday,1,0.75,3.94,NaN,1200,0,0.0,0,0,10.0,0.9456
1/28/2015,Quarter4,finishing,Wednesday,2,0.8,3.94,NaN,1800,0,0.0,0,0,15.0,0.902222
1/28/2015,Quarter4,sweing,Wednesday,10,0.8,22.52,1175.0,6720,60,0.0,0,0,56.0,0.850532
1/28/2015,Quarter4,sweing,Wednesday,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58.0,0.850362
1/28/2015,Quarter4,finishing,Wednesday,10,0.8,3.94,NaN,1200,0,0.0,0,0,10.0,0.840533
1/28/2015,Quarter4,sweing,Wednesday,5,0.6,20.79,1045.0,6960,88,0.0,0,0,58.0,0.800534
1/28/2015,Quarter4,sweing,Wednesday,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56.5,0.80049
1/28/2015,Quarter4,finishing,Wednesday,12,0.75,4.08,NaN,1080,0,0.0,0,0,9.0,0.755556
1/28/2015,Quarter4,sweing,Wednesday,9,0.7,29.12,1340.0,6960,63,0.0,0,0,58.0,0.750593
1/28/2015,Quarter4,sweing,Wednesday,12,0.75,15.26,1429.0,3600,45,0.0,0,0,35.0,0.750283
1/28/2015,Quarter4,finishing,Wednesday,4,0.8,4.3,NaN,1440,0,0.0,0,0,12.0,0.722639
1/28/2015,Quarter4,finishing,Wednesday,8,0.65,4.15,NaN,960,0,0.0,0,0,8.0,0.553333
1/28/2015,Quarter4,sweing,Wednesday,11,0.5,20.1,1413.0,5880,46,0.0,0,0,54.0,0.500567
1/28/2015,Quarter4,sweing,Wednesday,8,0.7,38.09,336.0,6240,0,0.0,0,0,52.0,0.467693
1/28/2015,Quarter4,sweing,Wednesday,6,0.35,18.79,511.0,1800,23,0.0,0,0,32.0,0.437995
1/28/2015,Quarter4,finishing,Wednesday,7,0.6,3.94,NaN,960,0,0.0,0,0,8.0,0.406354
1/28/2015,Quarter4,sweing,Wednesday,7,0.6,23.54,958.0,6600,0,0.0,0,0,55.0,0.285333
1/28/2015,Quarter4,finishing,Wednesday,11,0.5,2.9,NaN,960,0,0.0,0,0,8.0,0.259375
1/29/2015,Quarter5,sweing,Thursday,2,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.00023
1/29/2015,Quarter5,finishing,Thursday,4,0.8,4.3,NaN,1200,0,0.0,0,0,10.0,0.989
1/29/2015,Quarter5,sweing,Thursday,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57.0,0.950186
1/29/2015,Quarter5,sweing,Thursday,4,0.8,22.52,1444.0,6900,88,0.0,0,0,57.5,0.9008
1/29/2015,Quarter5,sweing,Thursday,10,0.8,22.52,1088.0,6720,88,0.0,0,0,56.0,0.90013
1/29/2015,Quarter5,finishing,Thursday,6,0.5,2.9,NaN,1200,0,0.0,0,0,10.0,0.899
1/29/2015,Quarter5,finishing,Thursday,8,0.65,4.15,NaN,960,0,0.0,0,0,8.0,0.877552
1/29/2015,Quarter5,finishing,Thursday,11,0.6,2.9,NaN,960,0,0.0,0,0,8.0,0.864583
1/29/2015,Quarter5,finishing,Thursday,10,0.8,3.94,NaN,1200,0,0.0,0,0,10.0,0.85695
1/29/2015,Quarter5,finishing,Thursday,1,0.75,3.94,NaN,1200,0,0.0,0,0,10.0,0.853667
1/29/2015,Quarter5,sweing,Thursday,1,0.75,22.94,1579.0,6960,81,0.0,0,0,58.0,0.850362
1/29/2015,Quarter5,sweing,Thursday,9,0.7,29.12,1170.0,6960,53,0.0,0,0,58.0,0.85017
1/29/2015,Quarter5,sweing,Thursday,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59.0,0.800474
1/29/2015,Quarter5,finishing,Thursday,2,0.8,3.94,NaN,1200,0,0.0,0,0,10.0,0.773333
1/29/2015,Quarter5,sweing,Thursday,12,0.75,15.26,1436.0,4200,45,0.0,0,0,35.0,0.750647
1/29/2015,Quarter5,finishing,Thursday,12,0.75,4.08,NaN,1080,0,0.0,0,0,9.0,0.634667
1/29/2015,Quarter5,sweing,Thursday,11,0.6,20.1,1601.0,4320,46,0.0,0,0,51.0,0.600598
1/29/2015,Quarter5,sweing,Thursday,6,0.5,18.79,717.0,3960,23,0.0,0,0,33.0,0.500118
1/29/2015,Quarter5,finishing,Thursday,3,0.8,3.94,NaN,960,0,0.0,0,0,8.0,0.4925
